Recid,subid,Unnamed: 0,anneeMagistrature,magistrature,occurence,prenom,nom,surnom,genName,titres_roles,corps_civique,corporation,poele,page,colonne,ligne,AuthNameForename,Length
aves_aa_4R_auth_0232,"['aves_aa_4R_1414_0043', 'aves_aa_4R_1416_0043', 'aves_aa_4R_1418_0043', 'aves_aa_4R_1420_0030', 'aves_aa_4R_1422_0030', 'aves_aa_4R_1434_0029', 'aves_aa_4R_1436_0029']","[nan, nan, nan, nan, nan, nan, nan]","[1414, 1416, 1418, 1420, 1422, 1434, 1436]","['conseiller_des_crieurs_et_mesureurs_de_vin', 'conseiller_des_crieurs_et_mesureurs_de_vin', 'conseiller_des_crieurs_et_mesureurs_de_vin', 'conseiller_des_crieurs_et_mesureurs_de_vin', 'conseiller_des_crieurs_et_mesureurs_de_vin', 'conseiller_des_crieurs_et_mesureurs_de_vin', 'conseiller_des_crieurs_et_mesureurs_de_vin']","['Jacob zur Kenen', 'Jacob zu?r Kenen', 'Jacob zu?r Kennen', 'Jacob zu?r Kenen', 'Jacob zu?r Kenen', 'Jacob zu?r Kenen', 'Jacob zu?r Kenen']","['jacob', 'jacob', 'jacob', 'jacob', 'jacob', 'jacob', 'jacob']","['kenen, zur', 'kenen, zur', 'kenen, zur', 'kenen, zur', 'kenen, zur', 'kenen, zur', 'kenen, zur']","[nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan]","['echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat']","['corporation_des_crieurs_et_mesureurs_de_vin', 'corporation_des_crieurs_et_mesureurs_de_vin', 'corporation_des_crieurs_et_mesureurs_de_vin', 'corporation_des_crieurs_et_mesureurs_de_vin', 'corporation_des_crieurs_et_mesureurs_de_vin', 'corporation_des_crieurs_et_mesureurs_de_vin', 'corporation_des_crieurs_et_mesureurs_de_vin']","[nan, nan, nan, nan, nan, nan, nan]","[145, 147, 149, 151, 153, 165, 167]","[nan, nan, nan, nan, nan, nan, nan]","[6, 7, 6, 30, 30, 29, 29]","kenen, zur, jacob",7
aves_aa_4R_auth_0233,"['aves_aa_4R_1414_0045', 'aves_aa_4R_1418_0045', 'aves_aa_4R_1428_0031']","[nan, nan, nan]","[1414, 1418, 1428]","['conseiller_des_orfevres', 'conseiller_des_orfevres', 'conseiller_des_orfevres']","['Blesin Harnscher', 'Blesin Harnscher', 'Blesin Harnscher']","['blesin', 'blesin', 'blesin']","['harnescher', 'harnescher', 'harnescher']","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","['echevinat', 'echevinat', 'echevinat']","['corporation_des_orfevres', 'corporation_des_orfevres', 'corporation_des_orfevres']","[nan, nan, nan]","[145, 149, 159]","[nan, nan, nan]","[8, 8, 31]","harnescher, blesin",3
aves_aa_4R_auth_0234,['aves_aa_4R_1414_0047'],[nan],[1414],['conseiller_des_jardiniers'],['Ludman Bock'],['ludwig'],['bock'],[nan],[nan],[nan],['echevinat'],['corporation_des_jardiniers'],[nan],[145],[nan],[10],"bock, ludwig",1
aves_aa_4R_auth_0235,"['aves_aa_4R_1414_0048', 'aves_aa_4R_1423_0035']","[nan, nan]","[1414, 1423]","['conseiller_des_pêcheurs', 'conseiller_des_pêcheurs']","['Hanns Hug genant Pfaffe', 'Hanns Hug genant Pfaffe']","['johanns', 'johanns']","['hug', 'hug']","['pfaffe', 'pfaffe']","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_pêcheurs', 'corporation_des_pêcheurs']","[nan, nan]","[145, 154]","[nan, nan]","[11, 35]","hug, johanns",2
aves_aa_4R_auth_0236,"['aves_aa_4R_1414_0053', 'aves_aa_4R_1426_0039']","[nan, nan]","[1414, 1426]","['conseiller_des_charrons', 'conseiller_des_charrons']","['Otteman Pfluger', 'meister Otteman Pfluger']","['ottemann', 'ottemann']","['pfluger', 'pfluger']","[nan, nan]","[nan, nan]","[nan, ""['meister']""]","['echevinat', 'echevinat']","['corporation_des_charrons', 'corporation_des_charrons']","[nan, nan]","[145, 157]","[nan, nan]","[16, 38]","pfluger, ottemann",2
aves_aa_4R_auth_0237,['aves_aa_4R_1414_0057'],[nan],[1414],['conseiller_des_huiliers_meuniers_et_tondeurs_de_draps'],['Michel Kutzelheim der duchscherer'],['michel'],['kutteltzheim'],[nan],[nan],"[""['duchscherer']""]",['echevinat'],['corporation_des_huiliers_meuniers_et_tondeurs_de_draps'],[nan],[145],[nan],[20],"kutteltzheim, michel",1
aves_aa_4R_auth_0238,"['aves_aa_4R_1415_0005', 'aves_aa_4R_1417_0033', 'aves_aa_4R_1419_0032', 'aves_aa_4R_1421_0005', 'aves_aa_4R_1422_0019', 'aves_aa_4R_1424_0019', 'aves_aa_4R_1426_0018', 'aves_aa_4R_1428_0018', 'aves_aa_4R_1430_0018', 'aves_aa_4R_1433_0018', 'aves_aa_4R_1436_0018']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[1415, 1417, 1419, 1421, 1422, 1424, 1426, 1428, 1430, 1433, 1436]","['ammeister', 'conseiller_des_bouchers', 'conseiller_des_bouchers', 'ammeister', 'conseiller_des_bouchers', 'conseiller_des_bouchers', 'conseiller_des_bouchers', 'conseiller_des_bouchers', 'conseiller_des_bouchers', 'conseiller_des_bouchers', 'conseiller_des_bouchers']","['her Johanns Betscholt der ammeister', 'her Johanns Betscholt', 'Johanns Betscholt', 'her Johanns Betscholt der ammeister', 'her Johanns Betscholt', 'her Johanns Betscholt', 'her Hanns Betscholt', 'her Hanns Betscholt', 'her Johanns Betscholt altammeister', 'her Johanns Betscholt altammeister', 'her Johanns Betscholt altammeister']","['johanns', 'johanns', 'johanns', 'johanns', 'johanns', 'johanns', 'johanns', 'johanns', 'johanns', 'johanns', 'johanns']","['bechtolt', 'bechtolt', 'bechtolt', 'bechtolt', 'bechtolt', 'bechtolt', 'bechtolt', 'bechtolt', 'bechtolt', 'bechtolt', 'bechtolt']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[""['her', 'ammeister']"", ""['her']"", nan, ""['her', 'ammeister']"", ""['her']"", ""['her']"", ""['her']"", ""['her']"", ""['her', 'altammeister']"", ""['her', 'altammeister']"", ""['her', 'altammeister']""]","['echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat']","[nan, 'corporation_des_bouchers', 'corporation_des_bouchers', nan, 'corporation_des_bouchers', 'corporation_des_bouchers', 'corporation_des_bouchers', 'corporation_des_bouchers', 'corporation_des_bouchers', 'corporation_des_bouchers', 'corporation_des_bouchers']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[146, 148, 150, 152, 153, 155, 157, 159, 161, 164, 167]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[5, 34, 32, 5, 19, 19, 17, 18, 18, 18, 18]","bechtolt, johanns",11
aves_aa_4R_auth_0239,"['aves_aa_4R_1415_0030', 'aves_aa_4R_1418_0031']","[nan, nan]","[1415, 1418]","['conseiller_des_boulangers', 'conseiller_des_boulangers']","['Jeckelin Meiger', 'Jecklin Meyer']","['jeckel', 'jeckel']","['meiger', 'meiger']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_boulangers', 'corporation_des_boulangers']","[nan, nan]","[146, 149]","[nan, nan]","[30, 31]","meiger, jeckel",2
aves_aa_4R_auth_0240,"['aves_aa_4R_1415_0033', 'aves_aa_4R_1419_0034', 'aves_aa_4R_1422_0021', 'aves_aa_4R_1430_0019']","[nan, nan, nan, nan]","[1415, 1419, 1422, 1430]","['conseiller_des_tonneliers', 'conseiller_des_tonneliers', 'conseiller_des_tonneliers', 'conseiller_des_tonneliers']","['Claus von Go?ffede', 'Claus von Go?ffede', 'Claus von Go?ffede', 'Claus von Go?ffede']","['claus', 'claus', 'claus', 'claus']","['göffde, von', 'göffde, von', 'göffde, von', 'göffde, von']","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","['echevinat', 'echevinat', 'echevinat', 'echevinat']","['corporation_des_tonneliers', 'corporation_des_tonneliers', 'corporation_des_tonneliers', 'corporation_des_tonneliers']","[nan, nan, nan, nan]","[146, 150, 153, 161]","[nan, nan, nan, nan]","[33, 34, 21, 19]","göffde, von, claus",4
aves_aa_4R_auth_0241,"['aves_aa_4R_1415_0035', 'aves_aa_4R_1424_0023']","[nan, nan]","[1415, 1424]","['conseiller_des_cabaretiers', 'conseiller_des_cabaretiers']","['Heinrich Arner', 'Heinrich Arner']","['heinrich', 'heinrich']","['arner', 'arner']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_cabaretiers', 'corporation_des_cabaretiers']","[nan, nan]","[146, 155]","[nan, nan]","[35, 23]","arner, heinrich",2
aves_aa_4R_auth_0242,"['aves_aa_4R_1415_0036', 'aves_aa_4R_1418_0037', 'aves_aa_4R_1424_0024', 'aves_aa_4R_1433_0023']","[nan, nan, nan, nan]","[1415, 1418, 1424, 1433]","['conseiller_des_maçons', 'conseiller_des_maçons', 'conseiller_des_maçons', 'conseiller_des_maçons']","['Cu?ntz Wilde', 'Cu?ntz Wilde', 'Cu?ntz Wilde', 'Wilde der murer']","['küntz', 'küntz', 'küntz', '']","['wild', 'wild', 'wild', 'wild']","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, ""['murer']""]","['echevinat', 'echevinat', 'echevinat', 'echevinat']","['corporation_des_maçons', 'corporation_des_maçons', 'corporation_des_maçons', 'corporation_des_maçons']","[nan, nan, nan, nan]","[146, 149, 155, 164]","[nan, nan, nan, nan]","[36, 37, 24, 23]","wild, küntz",4
aves_aa_4R_auth_0243,['aves_aa_4R_1415_0039'],[nan],[1415],['conseiller_des_bateliers'],['Heinrich Meyer'],['heinrich'],['meiger'],[nan],[nan],[nan],['echevinat'],['corporation_des_bateliers'],[nan],[146],[nan],[2],"meiger, heinrich",1
aves_aa_4R_auth_0244,"['aves_aa_4R_1415_0042', 'aves_aa_4R_1417_0044']","[nan, nan]","[1415, 1417]","['conseiller_des_crieurs_et_mesureurs_de_vin', 'conseiller_des_crieurs_et_mesureurs_de_vin']","['Jacob zu?r Wilgen', 'Jacob zu?r Wilgen']","['jacob', 'jacob']","['wilgen, zur', 'wilgen, zur']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_crieurs_et_mesureurs_de_vin', 'corporation_des_crieurs_et_mesureurs_de_vin']","[nan, nan]","[146, 148]","[nan, nan]","[5, 9]","wilgen, zur, jacob",2
aves_aa_4R_auth_0245,"['aves_aa_4R_1415_0043', 'aves_aa_4R_1429_0030', 'aves_aa_4R_1436_0030', 'aves_aa_4R_1442_0030', 'aves_aa_4R_1449_0030']","[nan, nan, nan, nan, nan]","[1415, 1429, 1436, 1442, 1449]","['conseiller_des_cordonniers', 'conseiller_des_cordonniers', 'conseiller_des_cordonniers', 'conseiller_des_cordonniers', 'conseiller_des_cordonniers']","['Heintz Flosse', 'Heintz Flo?sse', 'Heinrich Flo?sse', 'Heintz Flo?sse', 'Heintz Flo?sse']","['heintz', 'heintz', 'heinrich', 'heintz', 'heintz']","['flöss', 'flöss', 'flöss', 'flöss', 'flöss']","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan]","['echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat']","['corporation_des_cordonniers', 'corporation_des_cordonniers', 'corporation_des_cordonniers', 'corporation_des_cordonniers', 'corporation_des_cordonniers']","[nan, nan, nan, nan, nan]","[146, 160, 167, 173, 180]","[nan, nan, nan, nan, nan]","[6, 30, 30, 30, 26]","flöss, heintz",5
aves_aa_4R_auth_0246,"['aves_aa_4R_1415_0047', 'aves_aa_4R_1422_0035', 'aves_aa_4R_1429_0034']","[nan, nan, nan]","[1415, 1422, 1429]","['conseiller_des_pêcheurs', 'conseiller_des_pêcheurs', 'conseiller_des_pêcheurs']","['Heintzman Roser', 'Heintzman Roser', 'Heintzman Roser']","['heintz', 'heintz', 'heintz']","['roser', 'roser', 'roser']","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","['echevinat', 'echevinat', 'echevinat']","['corporation_des_pêcheurs', 'corporation_des_pêcheurs', 'corporation_des_pêcheurs']","[nan, nan, nan]","[146, 153, 160]","[nan, nan, nan]","[10, 35, 34]","roser, heintz",3
aves_aa_4R_auth_0247,"['aves_aa_4R_1415_0050', 'aves_aa_4R_1419_0051']","[nan, nan]","[1415, 1419]","['conseiller_des_tisserands', 'conseiller_des_tisserands']","['Cu?ntz Ingenheim', 'Conrat Ingenheim']","['küntz', 'konrat']","['ingenheim', 'ingenheim']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_tisserands', 'corporation_des_tisserands']","[nan, nan]","[146, 150]","[nan, nan]","[13, 16]","ingenheim, küntz",2
aves_aa_4R_auth_0248,['aves_aa_4R_1415_0051'],[nan],[1415],['conseiller_des_gourmets_et_courtiers'],['Behtolt Dolde'],['bechtolt'],['dolde'],[nan],[nan],[nan],['echevinat'],['corporation_des_gourmets_et_courtiers'],[nan],[146],[nan],[14],"dolde, bechtolt",1
aves_aa_4R_auth_0249,['aves_aa_4R_1415_0052'],[nan],[1415],['conseiller_des_charrons'],['Claus Wernher'],['claus'],['wernher'],[nan],[nan],[nan],['echevinat'],['corporation_des_charrons'],[nan],[146],[nan],[15],"wernher, claus",1
aves_aa_4R_auth_0250,['aves_aa_4R_1415_0053'],[nan],[1415],['conseiller_des_regrattiers_cordiers_et_fruitiers'],['Claus Giger'],['claus'],['giger'],[nan],[nan],[nan],['echevinat'],['corporation_des_regrattiers_cordiers_et_fruitiers'],[nan],[146],[nan],[16],"giger, claus",1
aves_aa_4R_auth_0251,"['aves_aa_4R_1415_0056', 'aves_aa_4R_1417_0058', 'aves_aa_4R_1420_0044', 'aves_aa_4R_1423_0043']","[nan, nan, nan, nan]","[1415, 1417, 1420, 1423]","['conseiller_des_huiliers_meuniers_et_tondeurs_de_draps', 'conseiller_des_huiliers_meuniers_et_tondeurs_de_draps', 'conseiller_des_huiliers_meuniers_et_tondeurs_de_draps', 'conseiller_des_huiliers_meuniers_et_tondeurs_de_draps']","['Walther Richwin der olman', 'Walther Richwin', 'Walther Richwin der olman', 'Walther Richwin']","['walther', 'walther', 'walther', 'walther']","['reichwein', 'reichwein', 'reichwein', 'reichwein']","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[""['olman']"", nan, nan, nan]","['echevinat', 'echevinat', 'echevinat', 'echevinat']","['corporation_des_huiliers_meuniers_et_tondeurs_de_draps', 'corporation_des_huiliers_meuniers_et_tondeurs_de_draps', 'corporation_des_huiliers_meuniers_et_tondeurs_de_draps', 'corporation_des_huiliers_meuniers_et_tondeurs_de_draps']","[nan, nan, nan, nan]","[146, 148, 151, 154]","[nan, nan, nan, nan]","[19, 24, 6, 6]","reichwein, walther",4
aves_aa_4R_auth_0252,['aves_aa_4R_1416_0032'],[nan],[1416],['conseiller_des_bouchers'],['Claus Kerling'],['claus'],['kerling'],[nan],[nan],[nan],['echevinat'],['corporation_des_bouchers'],[nan],[147],[nan],[33],"kerling, claus",1
aves_aa_4R_auth_0253,"['aves_aa_4R_1416_0033', 'aves_aa_4R_1425_0021', 'aves_aa_4R_1431_0020']","[nan, nan, nan]","[1416, 1425, 1431]","['conseiller_des_drapiers', 'conseiller_des_drapiers', 'conseiller_des_drapiers']","['Hanns Renner', 'Hanns Renner', 'Hanns Renner der alt']","['johanns', 'johanns', 'johanns']","['renner', 'renner', 'renner']","[nan, nan, nan]","[nan, nan, nan]","[nan, nan, nan]","['echevinat', 'echevinat', 'echevinat']","['corporation_des_drapiers', 'corporation_des_drapiers', 'corporation_des_drapiers']","[nan, nan, nan]","[147, 156, 162]","[nan, nan, nan]","[34, 21, 5]","renner, johanns",3
aves_aa_4R_auth_0254,"['aves_aa_4R_1416_0034', 'aves_aa_4R_1420_0021', 'aves_aa_4R_1427_0019', 'aves_aa_4R_1440_0019']","[nan, nan, nan, nan]","[1416, 1420, 1427, 1440]","['conseiller_des_tonneliers', 'conseiller_des_tonneliers', 'conseiller_des_tonneliers', 'conseiller_des_tonneliers']","['Claus Vetter', 'Claus Vetter', 'Claus Vetter', 'Claus Vetter']","['claus', 'claus', 'claus', 'claus']","['vetter', 'vetter', 'vetter', 'vetter']","[nan, nan, nan, nan]","[nan, nan, nan, nan]","[nan, nan, nan, nan]","['echevinat', 'echevinat', 'echevinat', 'echevinat']","['corporation_des_tonneliers', 'corporation_des_tonneliers', 'corporation_des_tonneliers', 'corporation_des_tonneliers']","[nan, nan, nan, nan]","[147, 151, 158, 171]","[nan, nan, nan, nan]","[35, 21, 19, 19]","vetter, claus",4
aves_aa_4R_auth_0255,['aves_aa_4R_1416_0038'],[nan],[1416],['conseiller_des_forgerons'],['Claus Snipper'],['claus'],['schnipper'],[nan],[nan],[nan],['echevinat'],['corporation_des_forgerons'],[nan],[147],[nan],[2],"schnipper, claus",1
aves_aa_4R_auth_0256,"['aves_aa_4R_1416_0039', 'aves_aa_4R_1443_0025']","[nan, nan]","[1416, 1443]","['conseiller_des_tailleurs', 'conseiller_des_tailleurs']","['Conrat Arnolt', 'Conrat Arnolt']","['konrat', 'konrat']","['arnolt', 'arnolt']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_tailleurs', 'corporation_des_tailleurs']","[nan, nan]","[147, 174]","[nan, nan]","[3, 26]","arnolt, konrat",2
aves_aa_4R_auth_0257,['aves_aa_4R_1416_0040'],[nan],[1416],['conseiller_des_bateliers'],['Rufelin Syferman'],['riffe'],['siffermann'],[nan],[nan],[nan],['echevinat'],['corporation_des_bateliers'],[nan],[147],[nan],[4],"siffermann, riffe",1
aves_aa_4R_auth_0258,"['aves_aa_4R_1416_0041', 'aves_aa_4R_1419_0041']","[nan, nan]","[1416, 1419]","['conseiller_des_pelletiers', 'conseiller_des_pelletiers']","['Hanns Rinowe', 'Hanns Rinowe']","['johanns', 'johanns']","['rhinau', 'rhinau']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_pelletiers', 'corporation_des_pelletiers']","[nan, nan]","[147, 150]","[nan, nan]","[5, 6]","rhinau, johanns",2
aves_aa_4R_auth_0259,"['aves_aa_4R_1416_0042', 'aves_aa_4R_1425_0029']","[nan, nan]","[1416, 1425]","['conseiller_des_charpentiers', 'conseiller_des_charpentiers']","['Dietrich Clein', 'Dietrich Clein']","['dietrich', 'dietrich']","['klein', 'klein']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_charpentiers', 'corporation_des_charpentiers']","[nan, nan]","[147, 156]","[nan, nan]","[6, 29]","klein, dietrich",2
aves_aa_4R_auth_0260,['aves_aa_4R_1416_0044'],[nan],[1416],['conseiller_des_cordonniers'],['Heinrich Mùntzenberg'],['heinrich'],['müntzenberg'],[nan],[nan],[nan],['echevinat'],['corporation_des_cordonniers'],[nan],[147],[nan],[8],"müntzenberg, heinrich",1
aves_aa_4R_auth_0261,"['aves_aa_4R_1416_0047', 'aves_aa_4R_1424_0034', 'aves_aa_4R_1429_0033', 'aves_aa_4R_1436_0033', 'aves_aa_4R_1444_0033', 'aves_aa_4R_1449_0033', 'aves_aa_4R_1453_0033', 'aves_aa_4R_1458_0033', 'aves_aa_4R_1459_0033', 'aves_aa_4R_1466_0032', 'aves_aa_4R_1467_0032', 'aves_aa_4R_1472_0033', 'aves_aa_4R_1473_0034']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[1416, 1424, 1429, 1436, 1444, 1449, 1453, 1458, 1459, 1466, 1467, 1472, 1473]","['conseiller_des_jardiniers', 'conseiller_des_jardiniers', 'conseiller_des_jardiniers', 'conseiller_des_jardiniers', 'conseiller_des_jardiniers', 'conseiller_des_jardiniers', 'conseiller_des_jardiniers', 'conseiller_des_jardiniers', 'conseiller_des_jardiniers', 'conseiller_des_jardiniers', 'conseiller_des_jardiniers', 'conseiller_des_jardiniers', 'conseiller_des_jardiniers']","['Hanns Spete', 'Hanns Spete', 'Hanns Spete', 'Hanns Spete', 'Hanns Spete', 'Hanns Spete', 'Hanns Spete', 'Hanns Spete', 'Hanns Spete', 'Hanns Spete', 'Hanns Spete', 'Hans Spete', 'Hans Spete']","['johanns', 'johanns', 'johanns', 'johanns', 'johanns', 'johanns', 'johanns', 'johanns', 'johanns', 'johanns', 'johanns', 'johanns', 'johanns']","['spete', 'spete', 'spete', 'spete', 'spete', 'spete', 'spete', 'spete', 'spete', 'spete', 'spete', 'spete', 'spete']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","['echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat', 'echevinat']","['corporation_des_jardiniers', 'corporation_des_jardiniers', 'corporation_des_jardiniers', 'corporation_des_jardiniers', 'corporation_des_jardiniers', 'corporation_des_jardiniers', 'corporation_des_jardiniers', 'corporation_des_jardiniers', 'corporation_des_jardiniers', 'corporation_des_jardiniers', 'corporation_des_jardiniers', 'corporation_des_jardiniers', 'corporation_des_jardiniers']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[147, 155, 160, 167, 175, 180, 184, 189, 190, 197, 198, 203, 204]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[11, 35, 33, 33, 34, 29, 33, 35, 33, 36, 41, 33, 34]","spete, johanns",13
aves_aa_4R_auth_0262,"['aves_aa_4R_1416_0049', 'aves_aa_4R_1428_0035', 'aves_aa_4R_1448_0035', 'aves_aa_4R_1450_0035']","[nan, nan, nan, nan]","[1416, 1428, 1448, 1450]","['conseiller_des_barbiers_et_baigneurs', 'conseiller_des_barbiers_et_baigneurs', 'conseiller_des_barbiers_et_baigneurs', 'conseiller_des_barbiers_et_baigneurs']","['Hanns am Sluch', 'Hanns im Sluch', 'Hanns im sluch', 'Hanns im sluch']","['johanns', 'johanns', 'johanns', 'johanns']","['schluch, im', '', '', '']","[nan, 'schluch, im', 'schluch, im', 'schluch, im']","[nan, nan, nan, nan]","[nan, nan, nan, nan]","['echevinat', 'echevinat', 'echevinat', 'echevinat']","['corporation_des_barbiers_et_baigneurs', 'corporation_des_barbiers_et_baigneurs', 'corporation_des_barbiers_et_baigneurs', 'corporation_des_barbiers_et_baigneurs']","[nan, nan, nan, nan]","[147, 159, 179, 181]","[nan, nan, nan, nan]","[13, 35, 35, 35]","schluch, im, johanns",4
aves_aa_4R_auth_0263,['aves_aa_4R_1416_0052'],[nan],[1416],['conseiller_des_gourmets_et_courtiers'],['Heinrich von Nothalden'],['heinrich'],"['nothalden, von']",[nan],[nan],[nan],['echevinat'],['corporation_des_gourmets_et_courtiers'],[nan],[147],[nan],[16],"nothalden, von, heinrich",1
aves_aa_4R_auth_0264,"['aves_aa_4R_1416_0057', 'aves_aa_4R_1419_0057']","[nan, nan]","[1416, 1419]","['conseiller_des_huiliers_meuniers_et_tondeurs_de_draps', 'conseiller_des_huiliers_meuniers_et_tondeurs_de_draps']","['Burcklin von Buhßwilre der du?chscherer', 'Burckart von Buhswilre']","['burkhart', 'burkhart']","['buchswiller, von', 'buchswiller, von']","[nan, nan]","[nan, nan]","[""['du?chscherer']"", nan]","['echevinat', 'echevinat']","['corporation_des_huiliers_meuniers_et_tondeurs_de_draps', 'corporation_des_huiliers_meuniers_et_tondeurs_de_draps']","[nan, nan]","[147, 150]","[nan, nan]","[21, 22]","buchswiller, von, burkhart",2
aves_aa_4R_auth_0265,"['aves_aa_4R_1417_0032', 'aves_aa_4R_1420_0018']","[nan, nan]","[1417, 1420]","['conseiller_des_boulangers', 'conseiller_des_boulangers']","['Hanns Swop', 'Hanns Swab']","['johanns', 'johanns']","['schwob', 'schwob']","[nan, nan]","[nan, nan]","[nan, nan]","['echevinat', 'echevinat']","['corporation_des_boulangers', 'corporation_des_boulangers']","[nan, nan]","[148, 151]","[nan, nan]","[33, 18]","schwob, johanns",2
