RangConseil,id,anneeMagistrature,magistrature,occurence,prenom,nom,surnom,genName,titres_roles,corps civique,corporation,poele,page,colonne,ligne,Unnamed: 0
38,aves_aa_4R_1426_0039,1426,conseiller_des_charrons,meister Otteman Pfluger,ottemann,pfluger,,,['meister'],echevinat,corporation_des_charrons,,157,1,38,39.0
39,aves_aa_4R_1426_0040,1426,conseiller_des_regrattiers_cordiers_et_fruitiers,Bertsch Vilinger,bertsch,villinger,,,,echevinat,corporation_des_regrattiers_cordiers_et_fruitiers,,157,2,2,40.0
40,aves_aa_4R_1426_0041,1426,conseiller_des_coltineurs_de_tonneaux,Claus Dùrre,claus,dürr,,,,echevinat,corporation_des_coltineurs_de_tonneaux,,157,2,3,41.0
41,aves_aa_4R_1426_0042,1426,conseiller_des_constructeurs_de_bateaux,Hug Klye,hug,klige,,,,echevinat,corporation_des_constructeurs_de_bateaux,,157,2,4,42.0
42,aves_aa_4R_1426_0043,1426,conseiller_des_huiliers_meuniers_et_tondeurs_de_draps,meister Peter der olman by dem gerihte,,peter,"gerichte, bei dem",,"['meister', 'olman']",echevinat,corporation_des_huiliers_meuniers_et_tondeurs_de_draps,,157,2,5,43.0
4,aves_aa_4R_1427_0005,1427,ammeister,her Hug xiij der ammeister,hug,dreitzehn,,,"['her', 'ammeister']",echevinat,,,158,1,5,5.0
15,aves_aa_4R_1427_0016,1427,conseiller_des_marchands,Peter Voltz der eilter,peter,voltz,,,,echevinat,corporation_des_marchands,,158,1,16,16.0
16,aves_aa_4R_1427_0017,1427,conseiller_des_boulangers,her Jacob von Geispoltzheim,jacob,"geispoltzheim, von",,,['her'],echevinat,corporation_des_boulangers,,158,1,17,17.0
17,aves_aa_4R_1427_0018,1427,conseiller_des_bouchers,Hanns von Berse,johanns,"berse, von",,,,echevinat,corporation_des_bouchers,,158,1,18,18.0
18,aves_aa_4R_1427_0019,1427,conseiller_des_tonneliers,Claus Vetter,claus,vetter,,,,echevinat,corporation_des_tonneliers,,158,1,19,19.0
19,aves_aa_4R_1427_0020,1427,conseiller_des_drapiers,Hanns von Wangen,johanns,"wangen, von",,,,echevinat,corporation_des_drapiers,,158,1,20,20.0
20,aves_aa_4R_1427_0021,1427,conseiller_des_tanneurs,Bartholomeus Kuͤchler,bartholomeus,kücheler,,,,echevinat,corporation_des_tanneurs,,158,1,21,21.0
21,aves_aa_4R_1427_0022,1427,conseiller_des_cabaretiers,Andres Mesener,andres,messner,,,,echevinat,corporation_des_cabaretiers,,158,1,22,22.0
22,aves_aa_4R_1427_0023,1427,conseiller_des_maçons,Peter Stùrmel,peter,sturmel,,,,echevinat,corporation_des_maçons,,158,1,23,23.0
23,aves_aa_4R_1427_0024,1427,conseiller_des_forgerons,Eberlin von Druhterßheim,eberhart,"trüchtersheim, von",,,,echevinat,corporation_des_forgerons,,158,1,24,24.0
24,aves_aa_4R_1427_0025,1427,conseiller_des_tailleurs,Peter Stoltz,peter,stoltz,,,,echevinat,corporation_des_tailleurs,,158,1,25,25.0
25,aves_aa_4R_1427_0026,1427,conseiller_des_bateliers,her Hanns Lumbart,johanns,lumbart,,,['her'],echevinat,corporation_des_bateliers,,158,1,26,26.0
26,aves_aa_4R_1427_0027,1427,conseiller_des_pelletiers,Heintzman Selose,heintz,seelose,,,,echevinat,corporation_des_pelletiers,,158,1,27,27.0
27,aves_aa_4R_1427_0028,1427,conseiller_des_charpentiers,Claus von Oberkirch,claus,"oberkirch, von",,,,echevinat,corporation_des_charpentiers,,158,1,28,28.0
28,aves_aa_4R_1427_0029,1427,conseiller_des_crieurs_et_mesureurs_de_vin,Hanns Meyger,johanns,meiger,,,,echevinat,corporation_des_crieurs_et_mesureurs_de_vin,,158,1,29,29.0
29,aves_aa_4R_1427_0030,1427,conseiller_des_cordonniers,Claus Regesheim,claus,regisheim,,,,echevinat,corporation_des_cordonniers,,158,1,30,30.0
30,aves_aa_4R_1427_0031,1427,conseiller_des_orfevres,Marx Huͤter,marx,hüter,,,,echevinat,corporation_des_orfevres,,158,1,31,31.0
31,aves_aa_4R_1427_0032,1427,conseiller_des_marchands_de_grains,her Claus Melbruͤge,claus,melbrühe,,,['her'],echevinat,corporation_des_marchands_de_grains,,158,1,32,32.0
32,aves_aa_4R_1427_0033,1427,conseiller_des_jardiniers,Burckart Mͦuͦntzer,burkhart,müntzer,,,,echevinat,corporation_des_jardiniers,,158,1,33,33.0
33,aves_aa_4R_1427_0034,1427,conseiller_des_pêcheurs,Hanns Wùrsel,johanns,würtzel,,,,echevinat,corporation_des_pêcheurs,,158,1,34,34.0
34,aves_aa_4R_1427_0035,1427,conseiller_des_barbiers_et_baigneurs,Oswalt Bader,oswalt,bader,,,,echevinat,corporation_des_barbiers_et_baigneurs,,158,2,2,35.0
35,aves_aa_4R_1427_0036,1427,conseiller_des_sauniers,Walther  Grünewalt,walther,grünwalt,,,,echevinat,corporation_des_sauniers,,158,2,3,36.0
36,aves_aa_4R_1427_0037,1427,conseiller_des_tisserands,Diebolt von Basel,diebolt,"basel, von",,,,echevinat,corporation_des_tisserands,,158,2,5,37.0
37,aves_aa_4R_1427_0038,1427,conseiller_des_gourmets_et_courtiers,Cuͦntz Schyndeler,küntz,schindeler,,,,echevinat,corporation_des_gourmets_et_courtiers,,158,2,7,38.0
38,aves_aa_4R_1427_0039,1427,conseiller_des_charrons,Andres von Herden,andres,"herde, von",,,,echevinat,corporation_des_charrons,,158,2,8,39.0
39,aves_aa_4R_1427_0040,1427,conseiller_des_regrattiers_cordiers_et_fruitiers,Hug von Bergheim,hug,"bergheim, von",,,,echevinat,corporation_des_regrattiers_cordiers_et_fruitiers,,158,2,11,40.0
40,aves_aa_4R_1427_0041,1427,conseiller_des_coltineurs_de_tonneaux,Adam Mentzer,adam,mentzer,,,,echevinat,corporation_des_coltineurs_de_tonneaux,,158,2,12,41.0
41,aves_aa_4R_1427_0042,1427,conseiller_des_constructeurs_de_bateaux,Cuͦntz Altheim,küntz,altheim,,,,echevinat,corporation_des_constructeurs_de_bateaux,,158,2,13,42.0
42,aves_aa_4R_1427_0043,1427,conseiller_des_huiliers_meuniers_et_tondeurs_de_draps,Thoman Mùller,thoman,müller,,,,echevinat,corporation_des_huiliers_meuniers_et_tondeurs_de_draps,,158,2,15,43.0
4,aves_aa_4R_1428_0005,1428,ammeister,her Adam Riffe der ammeister,adam,riffe,,,"['her', 'ammeister']",echevinat,,,159,1,5,5.0
15,aves_aa_4R_1428_0016,1428,conseiller_des_marchands,Jacop Happmacher,jacob,happmacher,,,,echevinat,corporation_des_marchands,,159,1,16,16.0
16,aves_aa_4R_1428_0017,1428,conseiller_des_boulangers,Clein Hans Schultheiss,johanns,schultheiss,klein,,,echevinat,corporation_des_boulangers,,159,1,17,17.0
17,aves_aa_4R_1428_0018,1428,conseiller_des_bouchers,her Hanns Betscholt,johanns,bechtolt,,,['her'],echevinat,corporation_des_bouchers,,159,1,18,18.0
18,aves_aa_4R_1428_0019,1428,conseiller_des_tonneliers,her Claus Schanlit,claus,schanlit,,,['her'],echevinat,corporation_des_tonneliers,,159,1,19,19.0
19,aves_aa_4R_1428_0020,1428,conseiller_des_drapiers,Heinrich Lỳmer,heinrich,leimer,,,,echevinat,corporation_des_drapiers,,159,1,20,20.0
20,aves_aa_4R_1428_0021,1428,conseiller_des_tanneurs,Hanns von Lare,johanns,"lahr, von",,,,echevinat,corporation_des_tanneurs,,159,1,21,21.0
21,aves_aa_4R_1428_0022,1428,conseiller_des_cabaretiers,Reimbolt Dritzehen,reimbolt,dreitzehn,,,,echevinat,corporation_des_cabaretiers,,159,1,22,22.0
22,aves_aa_4R_1428_0023,1428,conseiller_des_maçons,Claus von Morßmùnster,claus,"morsmünster, von",,,,echevinat,corporation_des_maçons,,159,1,23,23.0
23,aves_aa_4R_1428_0024,1428,conseiller_des_forgerons,Gerlach,,gerlach,,,,echevinat,corporation_des_forgerons,,159,1,24,24.0
24,aves_aa_4R_1428_0025,1428,conseiller_des_tailleurs,Claus Diener,claus,diener,,,,echevinat,corporation_des_tailleurs,,159,1,25,25.0
25,aves_aa_4R_1428_0026,1428,conseiller_des_bateliers,Obreht Schalck,obrecht,schalk,,,,echevinat,corporation_des_bateliers,,159,1,26,26.0
26,aves_aa_4R_1428_0027,1428,conseiller_des_pelletiers,Claus zuͦr Hellen,claus,"hellen, zur",,,,echevinat,corporation_des_pelletiers,,159,1,27,27.0
27,aves_aa_4R_1428_0028,1428,conseiller_des_charpentiers,Fritsch Dùsche,fritsch,dusche,,,,echevinat,corporation_des_charpentiers,,159,1,28,28.0
28,aves_aa_4R_1428_0029,1428,conseiller_des_crieurs_et_mesureurs_de_vin,Fritsch Volmar,fritsch,volmar,,,,echevinat,corporation_des_crieurs_et_mesureurs_de_vin,,159,1,29,29.0
29,aves_aa_4R_1428_0030,1428,conseiller_des_cordonniers,Bernhart inn Kurbengasse,bernhart,,"kurbengasse, in",,,echevinat,corporation_des_cordonniers,,159,1,30,30.0
30,aves_aa_4R_1428_0031,1428,conseiller_des_orfevres,Blesin Harnscher,blesin,harnescher,,,,echevinat,corporation_des_orfevres,,159,1,31,31.0
31,aves_aa_4R_1428_0032,1428,conseiller_des_marchands_de_grains,Cùntzlin Huͤnrer,küntz,hühnerer,,,,echevinat,corporation_des_marchands_de_grains,,159,1,32,32.0
32,aves_aa_4R_1428_0033,1428,conseiller_des_jardiniers,Hanns Heinnckin,johanns,henneckin,,,,echevinat,corporation_des_jardiniers,,159,1,33,33.0
33,aves_aa_4R_1428_0034,1428,conseiller_des_pêcheurs,Joͤrg Schertzheim,jerge,schertzheim,,,,echevinat,corporation_des_pêcheurs,,159,1,34,34.0
34,aves_aa_4R_1428_0035,1428,conseiller_des_barbiers_et_baigneurs,Hanns im Sluch,johanns,,"schluch, im",,,echevinat,corporation_des_barbiers_et_baigneurs,,159,1,35,35.0
35,aves_aa_4R_1428_0036,1428,conseiller_des_sauniers,Wernlin Mesener,wernher,messner,,,,echevinat,corporation_des_sauniers,,159,1,36,36.0
36,aves_aa_4R_1428_0037,1428,conseiller_des_tisserands,Diebolt Renner,diebolt,renner,,,,echevinat,corporation_des_tisserands,,159,1,37,37.0
37,aves_aa_4R_1428_0038,1428,conseiller_des_gourmets_et_courtiers,Claus Ricker,claus,ricker,,,,echevinat,corporation_des_gourmets_et_courtiers,,159,1,38,38.0
38,aves_aa_4R_1428_0039,1428,conseiller_des_charrons,Jorgͤ xiij,jerge,dreitzehn,,,,echevinat,corporation_des_charrons,,159,1,39,39.0
39,aves_aa_4R_1428_0040,1428,conseiller_des_regrattiers_cordiers_et_fruitiers,Hanns Wỳpolt,johanns,weipolt,,,,echevinat,corporation_des_regrattiers_cordiers_et_fruitiers,,159,2,1,40.0
40,aves_aa_4R_1428_0041,1428,conseiller_des_coltineurs_de_tonneaux,Claus Dùrre,claus,dürr,,,,echevinat,corporation_des_coltineurs_de_tonneaux,,159,2,2,41.0
41,aves_aa_4R_1428_0042,1428,conseiller_des_constructeurs_de_bateaux,Hug Klye,hug,klige,,,,echevinat,corporation_des_constructeurs_de_bateaux,,159,2,3,42.0
42,aves_aa_4R_1428_0043,1428,conseiller_des_huiliers_meuniers_et_tondeurs_de_draps,Cuͦntz von Mentz,küntz,"mentz, von",,,,echevinat,corporation_des_huiliers_meuniers_et_tondeurs_de_draps,,159,2,4,43.0
4,aves_aa_4R_1429_0005,1429,ammeister,her Claus Melbruͤ der ammeister,claus,melbrühe,,,"['her', 'ammeister']",echevinat,,,160,1,5,5.0
15,aves_aa_4R_1429_0016,1429,conseiller_des_marchands,Hanns von Selsse,johanns,"seltz, von",,,,echevinat,corporation_des_marchands,,160,1,16,16.0
16,aves_aa_4R_1429_0017,1429,conseiller_des_boulangers,her Jacob von Geispoltzheim,jacob,"geispoltzheim, von",,,['her'],echevinat,corporation_des_boulangers,,160,1,17,17.0
17,aves_aa_4R_1429_0018,1429,conseiller_des_bouchers,Lexius von Berse,lexius,"berse, von",,,,echevinat,corporation_des_bouchers,,160,1,18,18.0
18,aves_aa_4R_1429_0019,1429,conseiller_des_tonneliers,Heinrich Meyer,heinrich,meiger,,,,echevinat,corporation_des_tonneliers,,160,1,19,19.0
19,aves_aa_4R_1429_0020,1429,conseiller_des_drapiers,Claus Luderman,claus,ludemann,,,,echevinat,corporation_des_drapiers,,160,1,20,20.0
20,aves_aa_4R_1429_0021,1429,conseiller_des_tanneurs,Hanns Gerbot,johanns,gerbot,,,,echevinat,corporation_des_tanneurs,,160,1,21,21.0
21,aves_aa_4R_1429_0022,1429,conseiller_des_cabaretiers,Hug Dohssenheim,hug,dossenheim,,,,echevinat,corporation_des_cabaretiers,,160,1,22,22.0
22,aves_aa_4R_1429_0023,1429,conseiller_des_maçons,Syfrit Kachler,sifrit,kacheler,,,,echevinat,corporation_des_maçons,,160,1,23,23.0
23,aves_aa_4R_1429_0024,1429,conseiller_des_forgerons,Peter Vilinger,peter,villinger,,,,echevinat,corporation_des_forgerons,,160,1,24,24.0
24,aves_aa_4R_1429_0025,1429,conseiller_des_tailleurs,Conrat Schrotbanck,konrat,schrotbanck,,,,echevinat,corporation_des_tailleurs,,160,1,25,25.0
25,aves_aa_4R_1429_0026,1429,conseiller_des_bateliers,Conrat Armbruster,konrat,armbruster,,,,echevinat,corporation_des_bateliers,,160,1,26,26.0
26,aves_aa_4R_1429_0027,1429,conseiller_des_pelletiers,Diebolt Blyweger,diebolt,bleiweger,,,,echevinat,corporation_des_pelletiers,,160,1,27,27.0
27,aves_aa_4R_1429_0028,1429,conseiller_des_charpentiers,Syfrit uff dem Werde,sifrit,,"werde, uff dem",,,echevinat,corporation_des_charpentiers,,160,1,28,28.0
28,aves_aa_4R_1429_0029,1429,conseiller_des_crieurs_et_mesureurs_de_vin,Laulin Brant,lauwel,brant,,,,echevinat,corporation_des_crieurs_et_mesureurs_de_vin,,160,1,29,29.0
29,aves_aa_4R_1429_0030,1429,conseiller_des_cordonniers,Heintz Floͤsse,heintz,flöss,,,,echevinat,corporation_des_cordonniers,,160,1,30,30.0
30,aves_aa_4R_1429_0031,1429,conseiller_des_orfevres,Heinrich Steffann,heinrich,stefan,,,,echevinat,corporation_des_orfevres,,160,1,31,31.0
31,aves_aa_4R_1429_0032,1429,conseiller_des_marchands_de_grains,Hanns Kesselring,johanns,kesselring,,,,echevinat,corporation_des_marchands_de_grains,,160,1,32,32.0
32,aves_aa_4R_1429_0033,1429,conseiller_des_jardiniers,Hanns Spete,johanns,spete,,,,echevinat,corporation_des_jardiniers,,160,1,33,33.0
33,aves_aa_4R_1429_0034,1429,conseiller_des_pêcheurs,Heintzman Roser,heintz,roser,,,,echevinat,corporation_des_pêcheurs,,160,1,34,34.0
34,aves_aa_4R_1429_0035,1429,conseiller_des_barbiers_et_baigneurs,Marx Rorer,marx,rohrer,,,,echevinat,corporation_des_barbiers_et_baigneurs,,160,1,35,35.0
35,aves_aa_4R_1429_0036,1429,conseiller_des_sauniers,Leonhart Trachenfeils,lienhart,trachenfeils,,,,echevinat,corporation_des_sauniers,,160,2,1,36.0
36,aves_aa_4R_1429_0037,1429,conseiller_des_tisserands,Hanns Koch,johanns,koch,,,,echevinat,corporation_des_tisserands,,160,2,3,37.0
37,aves_aa_4R_1429_0038,1429,conseiller_des_gourmets_et_courtiers,Sitz Hafener,sixt,haffener,,,,echevinat,corporation_des_gourmets_et_courtiers,,160,2,5,38.0
38,aves_aa_4R_1429_0039,1429,conseiller_des_charrons,her Hug  Dritzehen,hug,dreitzehn,,,['her'],echevinat,corporation_des_charrons,,160,2,7,39.0
39,aves_aa_4R_1429_0040,1429,conseiller_des_regrattiers_cordiers_et_fruitiers,Heintz Burckart,heintz,burkhart,,,,echevinat,corporation_des_regrattiers_cordiers_et_fruitiers,,160,2,10,40.0
40,aves_aa_4R_1429_0041,1429,conseiller_des_coltineurs_de_tonneaux,Adam Mentzer,adam,mentzer,,,,echevinat,corporation_des_coltineurs_de_tonneaux,,160,2,11,41.0
41,aves_aa_4R_1429_0042,1429,conseiller_des_constructeurs_de_bateaux,Hanns Hetteman,johanns,hettemann,,,,echevinat,corporation_des_constructeurs_de_bateaux,,160,2,12,42.0
42,aves_aa_4R_1429_0043,1429,conseiller_des_huiliers_meuniers_et_tondeurs_de_draps,Claus Kempff,claus,kempf,,,,echevinat,corporation_des_huiliers_meuniers_et_tondeurs_de_draps,,160,2,15,43.0
4,aves_aa_4R_1430_0005,1430,ammeister,her Claus Schanlit der                      ammeister,claus,schanlit,,,"['her', 'ammeister']",echevinat,,,161,1,5,5.0
15,aves_aa_4R_1430_0016,1430,conseiller_des_marchands,her Adam Riff altammeister,adam,riffe,,,"['her', 'altammeister']",echevinat,corporation_des_marchands,,161,1,16,16.0
16,aves_aa_4R_1430_0017,1430,conseiller_des_boulangers,Claus Linser,claus,linzer,,,,echevinat,corporation_des_boulangers,,161,1,17,17.0
17,aves_aa_4R_1430_0018,1430,conseiller_des_bouchers,her Johanns Betscholt altammeister,johanns,bechtolt,,,"['her', 'altammeister']",echevinat,corporation_des_bouchers,,161,1,18,18.0
18,aves_aa_4R_1430_0019,1430,conseiller_des_tonneliers,Claus von Goͤffede,claus,"göffde, von",,,,echevinat,corporation_des_tonneliers,,161,1,19,19.0
19,aves_aa_4R_1430_0020,1430,conseiller_des_drapiers,Conrat Armbruster,konrat,armbruster,,,,echevinat,corporation_des_drapiers,,161,1,20,20.0
20,aves_aa_4R_1430_0021,1430,conseiller_des_tanneurs,Hanns Bitsch,johanns,bitsch,,,,echevinat,corporation_des_tanneurs,,161,1,21,21.0
21,aves_aa_4R_1430_0022,1430,conseiller_des_cabaretiers,Anshelm Spirer,anshelm,spirer,,,,echevinat,corporation_des_cabaretiers,,161,1,22,22.0
22,aves_aa_4R_1430_0023,1430,conseiller_des_maçons,meister Hanns Clein,johanns,klein,,,['meister'],echevinat,corporation_des_maçons,,161,1,23,23.0
23,aves_aa_4R_1430_0024,1430,conseiller_des_forgerons,Eberlin von Truhterßheim,eberhart,"trüchtersheim, von",,,,echevinat,corporation_des_forgerons,,161,1,24,24.0
24,aves_aa_4R_1430_0025,1430,conseiller_des_tailleurs,Heinrich Windeck,heinrich,windeck,,,,echevinat,corporation_des_tailleurs,,161,1,25,25.0
25,aves_aa_4R_1430_0026,1430,conseiller_des_bateliers,Heinrich Desche,heinrich,desche,,,,echevinat,corporation_des_bateliers,,161,1,26,26.0
26,aves_aa_4R_1430_0027,1430,conseiller_des_pelletiers,Dielman Wynngersheim,dielmann,wingersheim,,,,echevinat,corporation_des_pelletiers,,161,1,27,27.0
27,aves_aa_4R_1430_0028,1430,conseiller_des_charpentiers,meister Michel,,michel,,,['meister'],echevinat,corporation_des_charpentiers,,161,1,28,28.0
28,aves_aa_4R_1430_0029,1430,conseiller_des_crieurs_et_mesureurs_de_vin,Fritsch Volmar,fritsch,volmar,,,,echevinat,corporation_des_crieurs_et_mesureurs_de_vin,,161,1,29,29.0
29,aves_aa_4R_1430_0030,1430,conseiller_des_cordonniers,Reimbolt inn Judengasse,reimbolt,,"judengasse, in",,,echevinat,corporation_des_cordonniers,,161,1,30,30.0
30,aves_aa_4R_1430_0031,1430,conseiller_des_orfevres,Hanns Kiebel,johanns,kiebel,,,,echevinat,corporation_des_orfevres,,161,1,31,31.0
31,aves_aa_4R_1430_0032,1430,conseiller_des_marchands_de_grains,Andres Speich,andres,speich,,,,echevinat,corporation_des_marchands_de_grains,,161,1,32,32.0
32,aves_aa_4R_1430_0033,1430,conseiller_des_jardiniers,Hanns Kirwart,johanns,kilwart,,,,echevinat,corporation_des_jardiniers,,161,1,33,33.0
33,aves_aa_4R_1430_0034,1430,conseiller_des_pêcheurs,Claus Pfaffe,claus,pfaffe,,,,echevinat,corporation_des_pêcheurs,,161,1,34,34.0
34,aves_aa_4R_1430_0035,1430,conseiller_des_barbiers_et_baigneurs,Conrat der                               scherer vor dem mùnster,konrat,,"münster, vor dem",,['scherer'],echevinat,corporation_des_barbiers_et_baigneurs,,161,1,35,35.0
35,aves_aa_4R_1430_0036,1430,conseiller_des_sauniers,Dietherman Saltzmuͤtter,dietrich,saltzmütter,,,,echevinat,corporation_des_sauniers,,161,1,36,36.0
36,aves_aa_4R_1430_0037,1430,conseiller_des_tisserands,Diebolt von Basel,diebolt,"basel, von",,,,echevinat,corporation_des_tisserands,,161,2,1,37.0
37,aves_aa_4R_1430_0038,1430,conseiller_des_gourmets_et_courtiers,Walther Binnting,walther,binnting,,,,echevinat,corporation_des_gourmets_et_courtiers,,161,2,2,38.0
38,aves_aa_4R_1430_0039,1430,conseiller_des_charrons,Fritsch von Rinstett,fritsch,"rheinstett, von",,,,echevinat,corporation_des_charrons,,161,2,3,39.0
39,aves_aa_4R_1430_0040,1430,conseiller_des_regrattiers_cordiers_et_fruitiers,Hanns Wissemburg,johanns,wissemburg,,,,echevinat,corporation_des_regrattiers_cordiers_et_fruitiers,,161,2,4,40.0
40,aves_aa_4R_1430_0041,1430,conseiller_des_coltineurs_de_tonneaux,Gabriel,gabriel,,,,,echevinat,corporation_des_coltineurs_de_tonneaux,,161,2,5,41.0
41,aves_aa_4R_1430_0042,1430,conseiller_des_constructeurs_de_bateaux,Hug Klỳe,hug,klige,,,,echevinat,corporation_des_constructeurs_de_bateaux,,161,2,6,42.0
42,aves_aa_4R_1430_0043,1430,conseiller_des_huiliers_meuniers_et_tondeurs_de_draps,Berhtolt der                               mùller,bechtolt,,,,['mùller'],echevinat,corporation_des_huiliers_meuniers_et_tondeurs_de_draps,,161,2,7,43.0
4,aves_aa_4R_1431_0005,1431,ammeister,her Johanns Staheler der                      ammeister,johanns,stacheler,,,"['her', 'ammeister']",echevinat,,,162,1,5,5.0
15,aves_aa_4R_1431_0016,1431,conseiller_des_marchands,Peter Riffe,peter,riffe,,,,echevinat,corporation_des_marchands,,162,1,1,16.0
16,aves_aa_4R_1431_0017,1431,conseiller_des_boulangers,her Jacob von Geispoltzheim,jacob,"geispoltzheim, von",,,['her'],echevinat,corporation_des_boulangers,,162,1,2,17.0
17,aves_aa_4R_1431_0018,1431,conseiller_des_bouchers,Hanns Meister,johanns,meister,,,,echevinat,corporation_des_bouchers,,162,1,3,18.0
18,aves_aa_4R_1431_0019,1431,conseiller_des_tonneliers,Heinrich Dalheim,heinrich,dahlheim,,,,echevinat,corporation_des_tonneliers,,162,1,4,19.0
19,aves_aa_4R_1431_0020,1431,conseiller_des_drapiers,Hanns Renner der alt,johanns,renner,,,,echevinat,corporation_des_drapiers,,162,1,5,20.0
20,aves_aa_4R_1431_0021,1431,conseiller_des_tanneurs,Claus Duntzenheim,claus,duntzenheim,,,,echevinat,corporation_des_tanneurs,,162,1,6,21.0
21,aves_aa_4R_1431_0022,1431,conseiller_des_cabaretiers,Hug Dohssenheim,hug,dossenheim,,,,echevinat,corporation_des_cabaretiers,,162,1,7,22.0
22,aves_aa_4R_1431_0023,1431,conseiller_des_maçons,Hanns von Bergheim der jung,johanns,"bergheim, von",,der junge,,echevinat,corporation_des_maçons,,162,1,8,23.0
23,aves_aa_4R_1431_0024,1431,conseiller_des_forgerons,Cuͦntz Rosemberg,küntz,rosemberg,,,,echevinat,corporation_des_forgerons,,162,1,9,24.0
24,aves_aa_4R_1431_0025,1431,conseiller_des_tailleurs,Hanns Monschin,johanns,monschein,,,,echevinat,corporation_des_tailleurs,,162,1,10,25.0
25,aves_aa_4R_1431_0026,1431,conseiller_des_bateliers,Hanns Lùtesheim,johanns,leutesheim,,,,echevinat,corporation_des_bateliers,,162,1,11,26.0
26,aves_aa_4R_1431_0027,1431,conseiller_des_pelletiers,Claus Spirer,claus,spirer,,,,echevinat,corporation_des_pelletiers,,162,1,12,27.0
27,aves_aa_4R_1431_0028,1431,conseiller_des_charpentiers,Fritsch uff dem werde,fritsch,,"werde, uff dem",,,echevinat,corporation_des_charpentiers,,162,1,13,28.0
28,aves_aa_4R_1431_0029,1431,conseiller_des_crieurs_et_mesureurs_de_vin,Hanns Meyer,johanns,meiger,,,,echevinat,corporation_des_crieurs_et_mesureurs_de_vin,,162,1,14,29.0
